Table Name,State Code,District Code,Area Name,Total/Rural/Urban,Educational Level,Non-Workers - Persons,Non-Workers - Males,Non-Workers - Females,Main Activity Students - Persons,Main Activity Students - Males,Main Activity Students - Females,Main Activity Household Duties - Persons,Main Activity Household Duties - Males,Main Activity Household Duties - Females,Main Activity Dependents - Persons,Main Activity Dependents - Males,Main Activity Dependents - Females,Main Activity Pensioners - Persons,Main Activity Pensioners - Males,Main Activity Pensioners - Females,Main Activity Rentiers - Persons,Main Activity Rentiers - Males,Main Activity Rentiers - Females,"Main Activity Beggars, Vagrants etc. - Persons","Main Activity Beggars, Vagrants etc. - Males","Main Activity Beggars, Vagrants etc. - Females",Main Activity Others - Persons,Main Activity Others - Males,Main Activity Others - Females
B0515,10,0,State - Bihar,Total,Literate,33594553,15710851,17883702,23391689,12994233,10397456,5966657,275866,5690791,2044190,1050367,993823,319906,263317,56589,14264,9141,5123,3588,2735,853,1854259,1115192,739067
B0515,10,0,State - Bihar,Total,Literate but below Matric/Secondary,24928665,11684296,13244369,19271276,10390994,8880282,3493366,151935,3341431,1283761,648796,634965,94394,64488,29906,5906,3017,2889,2184,1728,456,777778,423338,354440
B0515,10,0,State - Bihar,Total,Matric/Secondary but below Graduate,5853059,2756073,3096986,3261882,2041843,1220039,1531249,68179,1463070,319019,163519,155500,123038,109412,13626,4510,3273,1237,443,370,73,612918,369477,243441
B0515,10,0,State - Bihar,Total,Technical Diploma or Certificate not equal to Degree,17767,14439,3328,11728,10138,1590,1373,171,1202,662,525,137,1081,1049,32,23,21,2,1,1,0,2899,2534,365
B0515,10,0,State - Bihar,Total,Graduate and above other than Technical Degree,1071449,563409,508040,376639,262352,114287,303819,17258,286561,66709,39266,27443,70865,65718,5147,2237,1879,358,95,78,17,251085,176858,74227
B0515,10,0,State - Bihar,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,112005,80391,31614,59351,47201,12150,13234,1177,12057,4461,3117,1344,9492,8831,661,184,155,29,16,11,5,25267,19899,5368
B0515,10,0,State - Bihar,Rural,Total,60981669,25637165,35344504,23839012,13110032,10728980,12517451,542718,11974733,21685820,10517983,11167837,378909,226082,152827,16025,8183,7842,22543,10795,11748,2521909,1221372,1300537
B0515,10,0,State - Bihar,Rural,Illiterate,32566169,12114988,20451181,3518864,1790137,1728727,7819306,301806,7517500,19976383,9613337,10363046,160755,44749,116006,10175,4174,6001,19454,8428,11026,1061232,352357,708875
B0515,10,0,State - Bihar,Rural,Literate,28415500,13522177,14893323,20320148,11319895,9000253,4698145,240912,4457233,1709437,904646,804791,218154,181333,36821,5850,4009,1841,3089,2367,722,1460677,869015,591662
B0515,10,0,State - Bihar,Rural,Literate but below Matric/Secondary,21945726,10406394,11539332,17165788,9276819,7888969,2927200,137612,2789588,1103264,573613,529651,74770,53308,21462,2734,1640,1094,1945,1552,393,670025,361850,308175
B0515,10,0,State - Bihar,Rural,Matric/Secondary but below Graduate,4434174,2182774,2251400,2526024,1625763,900261,1099337,57691,1041646,241517,130429,111088,86871,79000,7871,1630,1282,348,331,283,48,478464,288326,190138
B0515,10,0,State - Bihar,Rural,Technical Diploma or Certificate not equal to Degree,11837,9901,1936,8057,7273,784,956,122,834,443,353,90,501,482,19,9,8,1,0,0,0,1871,1663,208
B0515,10,0,State - Bihar,Rural,Graduate and above other than Technical Degree,593324,352002,241322,233154,175065,58089,141835,11853,129982,36749,24037,12712,36940,35085,1855,579,514,65,53,49,4,144014,105399,38615
B0515,10,0,State - Bihar,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,50512,38982,11530,27354,23505,3849,5506,675,4831,2120,1587,533,3481,3350,131,53,48,5,5,4,1,11993,9813,2180
B0515,10,0,State - Bihar,Urban,Total,8392796,3418803,4973993,3527663,1910383,1617280,2021165,60724,1960441,2204973,1054845,1150128,118613,86687,31926,11716,6137,5579,3314,1788,1526,505352,298239,207113
B0515,10,0,State - Bihar,Urban,Illiterate,3213743,1230129,1983614,456122,236045,220077,752653,25770,726883,1870220,909124,961096,16861,4703,12158,3302,1005,2297,2815,1420,1395,111770,52062,59708
B0515,10,0,State - Bihar,Urban,Literate,5179053,2188674,2990379,3071541,1674338,1397203,1268512,34954,1233558,334753,145721,189032,101752,81984,19768,8414,5132,3282,499,368,131,393582,246177,147405
B0515,10,0,State - Bihar,Urban,Literate but below Matric/Secondary,2982939,1277902,1705037,2105488,1114175,991313,566166,14323,551843,180497,75183,105314,19624,11180,8444,3172,1377,1795,239,176,63,107753,61488,46265
B0515,10,0,State - Bihar,Urban,Matric/Secondary but below Graduate,1418885,573299,845586,735858,416080,319778,431912,10488,421424,77502,33090,44412,36167,30412,5755,2880,1991,889,112,87,25,134454,81151,53303
B0515,10,0,State - Bihar,Urban,Technical Diploma or Certificate not equal to Degree,5930,4538,1392,3671,2865,806,417,49,368,219,172,47,580,567,13,14,13,1,1,1,0,1028,871,157
B0515,10,0,State - Bihar,Urban,Graduate and above other than Technical Degree,478125,211407,266718,143485,87287,56198,161984,5405,156579,29960,15229,14731,33925,30633,3292,1658,1365,293,42,29,13,107071,71459,35612
B0515,10,0,State - Bihar,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,61493,41409,20084,31997,23696,8301,7728,502,7226,2341,1530,811,6011,5481,530,131,107,24,11,7,4,13274,10086,3188
B0515,11,0,State - Sikkim,Total,Total,302439,128712,173727,172320,86581,85739,50064,2848,47216,58129,27740,30389,4410,2860,1550,550,330,220,60,39,21,16906,8314,8592
B0515,11,0,State - Sikkim,Total,Illiterate,101337,42365,58972,32417,16532,15885,15760,863,14897,49290,23206,26084,1477,572,905,135,51,84,30,16,14,2228,1125,1103
B0515,11,0,State - Sikkim,Total,Literate,201102,86347,114755,139903,70049,69854,34304,1985,32319,8839,4534,4305,2933,2288,645,415,279,136,30,23,7,14678,7189,7489
B0515,11,0,State - Sikkim,Total,Literate but below Matric/Secondary,150129,65705,84424,112108,56160,55948,23294,1436,21858,6163,3253,2910,1478,1189,289,212,144,68,18,14,4,6856,3509,3347
B0515,11,0,State - Sikkim,Total,Matric/Secondary but below Graduate,34656,13793,20863,21753,10574,11179,6981,320,6661,1173,526,647,777,586,191,104,67,37,6,3,3,3862,1717,2145
B0515,11,0,State - Sikkim,Total,Technical Diploma or Certificate not equal to Degree,446,268,178,319,195,124,23,2,21,14,8,6,25,22,3,1,1,0,0,0,0,64,40,24
B0515,11,0,State - Sikkim,Total,Graduate and above other than Technical Degree,8518,3164,5354,2976,1313,1663,1847,83,1764,422,175,247,343,259,84,57,41,16,1,1,0,2872,1292,1580
B0515,11,0,State - Sikkim,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1067,590,477,552,326,226,127,9,118,33,14,19,92,81,11,8,6,2,0,0,0,255,154,101
B0515,11,0,State - Sikkim,Rural,Total,213214,94611,118603,127019,63991,63028,28384,1972,26412,44334,21496,22838,2649,1657,992,141,91,50,15,13,2,10672,5391,5281
B0515,11,0,State - Sikkim,Rural,Illiterate,77265,32988,44277,24413,12379,12034,10754,646,10108,39166,18581,20585,1203,467,736,30,14,16,7,6,1,1692,895,797
B0515,11,0,State - Sikkim,Rural,Literate,135949,61623,74326,102606,51612,50994,17630,1326,16304,5168,2915,2253,1446,1190,256,111,77,34,8,7,1,8980,4496,4484
B0515,11,0,State - Sikkim,Rural,Literate but below Matric/Secondary,108233,49317,58916,85530,42876,42654,13252,992,12260,3815,2202,1613,882,737,145,65,50,15,4,3,1,4685,2457,2228
B0515,11,0,State - Sikkim,Rural,Matric/Secondary but below Graduate,18905,8172,10733,13262,6509,6753,2646,187,2459,445,218,227,327,277,50,21,14,7,1,1,0,2203,966,1237
B0515,11,0,State - Sikkim,Rural,Technical Diploma or Certificate not equal to Degree,235,133,102,179,108,71,14,0,14,3,2,1,8,6,2,0,0,0,0,0,0,31,17,14
B0515,11,0,State - Sikkim,Rural,Graduate and above other than Technical Degree,3742,1514,2228,1519,694,825,584,46,538,140,65,75,66,55,11,6,3,3,1,1,0,1426,650,776
B0515,11,0,State - Sikkim,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,397,220,177,224,129,95,40,6,34,9,7,2,15,14,1,1,1,0,0,0,0,108,63,45
B0515,11,0,State - Sikkim,Urban,Total,89225,34101,55124,45301,22590,22711,21680,876,20804,13795,6244,7551,1761,1203,558,409,239,170,45,26,19,6234,2923,3311
B0515,11,0,State - Sikkim,Urban,Illiterate,24072,9377,14695,8004,4153,3851,5006,217,4789,10124,4625,5499,274,105,169,105,37,68,23,10,13,536,230,306
B0515,11,0,State - Sikkim,Urban,Literate,65153,24724,40429,37297,18437,18860,16674,659,16015,3671,1619,2052,1487,1098,389,304,202,102,22,16,6,5698,2693,3005
B0515,11,0,State - Sikkim,Urban,Literate but below Matric/Secondary,41896,16388,25508,26578,13284,13294,10042,444,9598,2348,1051,1297,596,452,144,147,94,53,14,11,3,2171,1052,1119
B0515,11,0,State - Sikkim,Urban,Matric/Secondary but below Graduate,15751,5621,10130,8491,4065,4426,4335,133,4202,728,308,420,450,309,141,83,53,30,5,2,3,1659,751,908
B0515,11,0,State - Sikkim,Urban,Technical Diploma or Certificate not equal to Degree,211,135,76,140,87,53,9,2,7,11,6,5,17,16,1,1,1,0,0,0,0,33,23,10
B0515,11,0,State - Sikkim,Urban,Graduate and above other than Technical Degree,4776,1650,3126,1457,619,838,1263,37,1226,282,110,172,277,204,73,51,38,13,0,0,0,1446,642,804
B0515,11,0,State - Sikkim,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,670,370,300,328,197,131,87,3,84,24,7,17,77,67,10,7,5,2,0,0,0,147,91,56
B0515,12,0,State - Arunachal Pradesh,Total,Total,796070,363639,432431,425392,220555,204837,84604,5378,79226,241746,115625,126121,3269,2043,1226,577,329,248,92,47,45,40390,19662,20728
B0515,12,0,State - Arunachal Pradesh,Total,Illiterate,355609,154419,201190,72747,36460,36287,41374,3267,38107,227424,108820,118604,1621,753,868,339,156,183,61,28,33,12043,4935,7108
B0515,12,0,State - Arunachal Pradesh,Total,Literate,440461,209220,231241,352645,184095,168550,43230,2111,41119,14322,6805,7517,1648,1290,358,238,173,65,31,19,12,28347,14727,13620
B0515,12,0,State - Arunachal Pradesh,Total,Literate but below Matric/Secondary,322414,153529,168885,273991,141562,132429,26442,1272,25170,9160,4437,4723,985,764,221,130,84,46,20,13,7,11686,5397,6289
B0515,12,0,State - Arunachal Pradesh,Total,Matric/Secondary but below Graduate,92214,43255,48959,67807,36199,31608,11844,498,11346,2325,950,1375,380,292,88,66,53,13,6,4,2,9786,5259,4527
B0515,12,0,State - Arunachal Pradesh,Total,Technical Diploma or Certificate not equal to Degree,1231,855,376,888,644,244,55,8,47,25,16,9,6,6,0,0,0,0,0,0,0,257,181,76
B0515,12,0,State - Arunachal Pradesh,Total,Graduate and above other than Technical Degree,13537,6230,7307,5723,3144,2579,2475,125,2350,600,263,337,158,140,18,21,18,3,2,1,1,4558,2539,2019
B0515,12,0,State - Arunachal Pradesh,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1981,1225,756,1151,749,402,127,8,119,69,43,26,28,25,3,4,4,0,0,0,0,602,396,206
B0515,12,0,State - Arunachal Pradesh,Rural,Total,596043,281221,314822,313095,163893,149202,50142,4300,45842,203533,97833,105700,2079,1262,817,344,191,153,73,38,35,26777,13704,13073
B0515,12,0,State - Arunachal Pradesh,Rural,Illiterate,288520,128399,160121,55947,28250,27697,28549,2765,25784,193544,92750,100794,1185,527,658,257,128,129,51,24,27,8987,3955,5032
B0515,12,0,State - Arunachal Pradesh,Rural,Literate,307523,152822,154701,257148,135643,121505,21593,1535,20058,9989,5083,4906,894,735,159,87,63,24,22,14,8,17790,9749,8041
B0515,12,0,State - Arunachal Pradesh,Rural,Literate but below Matric/Secondary,236958,116940,120018,207935,108279,99656,14007,966,13041,6608,3426,3182,568,464,104,55,36,19,18,12,6,7767,3757,4010
B0515,12,0,State - Arunachal Pradesh,Rural,Matric/Secondary but below Graduate,55242,27964,27278,42535,23366,19169,5055,341,4714,1352,582,770,176,143,33,18,17,1,1,1,0,6105,3514,2591
B0515,12,0,State - Arunachal Pradesh,Rural,Technical Diploma or Certificate not equal to Degree,611,432,179,428,309,119,28,5,23,15,12,3,1,1,0,0,0,0,0,0,0,139,105,34
B0515,12,0,State - Arunachal Pradesh,Rural,Graduate and above other than Technical Degree,7221,3674,3547,3342,1925,1417,1000,74,926,320,132,188,68,60,8,7,6,1,1,1,0,2483,1476,1007
B0515,12,0,State - Arunachal Pradesh,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,963,620,343,568,388,180,55,6,49,37,24,13,15,14,1,0,0,0,0,0,0,288,188,100
B0515,12,0,State - Arunachal Pradesh,Urban,Total,200027,82418,117609,112297,56662,55635,34462,1078,33384,38213,17792,20421,1190,781,409,233,138,95,19,9,10,13613,5958,7655
B0515,12,0,State - Arunachal Pradesh,Urban,Illiterate,67089,26020,41069,16800,8210,8590,12825,502,12323,33880,16070,17810,436,226,210,82,28,54,10,4,6,3056,980,2076
B0515,12,0,State - Arunachal Pradesh,Urban,Literate,132938,56398,76540,95497,48452,47045,21637,576,21061,4333,1722,2611,754,555,199,151,110,41,9,5,4,10557,4978,5579
B0515,12,0,State - Arunachal Pradesh,Urban,Literate but below Matric/Secondary,85456,36589,48867,66056,33283,32773,12435,306,12129,2552,1011,1541,417,300,117,75,48,27,2,1,1,3919,1640,2279
B0515,12,0,State - Arunachal Pradesh,Urban,Matric/Secondary but below Graduate,36972,15291,21681,25272,12833,12439,6789,157,6632,973,368,605,204,149,55,48,36,12,5,3,2,3681,1745,1936
B0515,12,0,State - Arunachal Pradesh,Urban,Technical Diploma or Certificate not equal to Degree,620,423,197,460,335,125,27,3,24,10,4,6,5,5,0,0,0,0,0,0,0,118,76,42
B0515,12,0,State - Arunachal Pradesh,Urban,Graduate and above other than Technical Degree,6316,2556,3760,2381,1219,1162,1475,51,1424,280,131,149,90,80,10,14,12,2,1,0,1,2075,1063,1012
B0515,12,0,State - Arunachal Pradesh,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1018,605,413,583,361,222,72,2,70,32,19,13,13,11,2,4,4,0,0,0,0,314,208,106
B0515,13,0,State - Nagaland,Total,Total,1004380,477292,527088,554259,286779,267480,97799,7148,90651,278527,140829,137698,13517,9642,3875,1227,640,587,98,51,47,58953,32203,26750
B0515,13,0,State - Nagaland,Total,Illiterate,394079,190659,203420,112134,57549,54585,24335,2634,21701,249417,125994,123423,1729,885,844,411,155,256,85,44,41,5968,3398,2570
B0515,13,0,State - Nagaland,Total,Literate,610301,286633,323668,442125,229230,212895,73464,4514,68950,29110,14835,14275,11788,8757,3031,816,485,331,13,7,6,52985,28805,24180
B0515,13,0,State - Nagaland,Total,Literate but below Matric/Secondary,434470,206844,227626,343159,178376,164783,45346,2974,42372,18513,9276,9237,6870,5111,1759,458,235,223,9,5,4,20115,10867,9248
B0515,13,0,State - Nagaland,Total,Matric/Secondary but below Graduate,122142,54663,67479,80595,40927,39668,17787,873,16914,4627,2286,2341,2934,2085,849,213,147,66,2,1,1,15984,8344,7640
B0515,13,0,State - Nagaland,Total,Technical Diploma or Certificate not equal to Degree,1603,1013,590,877,577,300,121,23,98,55,33,22,97,84,13,5,5,0,0,0,0,448,291,157
B0515,13,0,State - Nagaland,Total,Graduate and above other than Technical Degree,27303,12566,14737,10208,5091,5117,3735,191,3544,1338,675,663,932,791,141,76,59,17,1,0,1,11013,5759,5254
B0515,13,0,State - Nagaland,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,2140,1234,906,905,532,373,168,12,156,67,50,17,174,148,26,6,6,0,0,0,0,820,486,334
B0515,13,0,State - Nagaland,Rural,Total,647176,321560,325616,352661,183782,168879,41030,4330,36700,215823,110284,105539,6199,4621,1578,415,221,194,44,23,21,31004,18299,12705
B0515,13,0,State - Nagaland,Rural,Illiterate,292856,145513,147343,77509,40023,37486,12619,1854,10765,197911,100645,97266,910,481,429,206,90,116,41,22,19,3660,2398,1262
B0515,13,0,State - Nagaland,Rural,Literate,354320,176047,178273,275152,143759,131393,28411,2476,25935,17912,9639,8273,5289,4140,1149,209,131,78,3,1,2,27344,15901,11443
B0515,13,0,State - Nagaland,Rural,Literate but below Matric/Secondary,272372,135998,136374,227191,118835,108356,18775,1674,17101,11848,6267,5581,3420,2673,747,128,69,59,3,1,2,11007,6479,4528
B0515,13,0,State - Nagaland,Rural,Matric/Secondary but below Graduate,57034,27479,29555,39171,20075,19096,5639,445,5194,2375,1258,1117,1138,883,255,42,35,7,0,0,0,8669,4783,3886
B0515,13,0,State - Nagaland,Rural,Technical Diploma or Certificate not equal to Degree,580,367,213,318,206,112,32,10,22,21,13,8,30,23,7,1,1,0,0,0,0,178,114,64
B0515,13,0,State - Nagaland,Rural,Graduate and above other than Technical Degree,10701,5312,5389,4111,2118,1993,1094,81,1013,511,279,232,300,260,40,18,13,5,0,0,0,4667,2561,2106
B0515,13,0,State - Nagaland,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,679,407,272,262,159,103,51,3,48,24,19,5,49,44,5,0,0,0,0,0,0,293,182,111
B0515,13,0,State - Nagaland,Urban,Total,357204,155732,201472,201598,102997,98601,56769,2818,53951,62704,30545,32159,7318,5021,2297,812,419,393,54,28,26,27949,13904,14045
B0515,13,0,State - Nagaland,Urban,Illiterate,101223,45146,56077,34625,17526,17099,11716,780,10936,51506,25349,26157,819,404,415,205,65,140,44,22,22,2308,1000,1308
B0515,13,0,State - Nagaland,Urban,Literate,255981,110586,145395,166973,85471,81502,45053,2038,43015,11198,5196,6002,6499,4617,1882,607,354,253,10,6,4,25641,12904,12737
B0515,13,0,State - Nagaland,Urban,Literate but below Matric/Secondary,162098,70846,91252,115968,59541,56427,26571,1300,25271,6665,3009,3656,3450,2438,1012,330,166,164,6,4,2,9108,4388,4720
B0515,13,0,State - Nagaland,Urban,Matric/Secondary but below Graduate,65108,27184,37924,41424,20852,20572,12148,428,11720,2252,1028,1224,1796,1202,594,171,112,59,2,1,1,7315,3561,3754
B0515,13,0,State - Nagaland,Urban,Technical Diploma or Certificate not equal to Degree,1023,646,377,559,371,188,89,13,76,34,20,14,67,61,6,4,4,0,0,0,0,270,177,93
B0515,13,0,State - Nagaland,Urban,Graduate and above other than Technical Degree,16602,7254,9348,6097,2973,3124,2641,110,2531,827,396,431,632,531,101,58,46,12,1,0,1,6346,3198,3148
B0515,13,0,State - Nagaland,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1461,827,634,643,373,270,117,9,108,43,31,12,125,104,21,6,6,0,0,0,0,527,304,223
B0515,14,0,State - Manipur,Total,Total,1551184,699178,852006,822519,429197,393322,207717,13458,194259,380235,184114,196121,21528,14959,6569,1649,949,700,239,108,131,117297,56393,60904
B0515,14,0,State - Manipur,Total,Illiterate,593966,258821,335145,161101,82470,78631,73518,4887,68631,336318,162661,173657,3994,1063,2931,597,227,370,171,76,95,18267,7437,10830
B0515,14,0,State - Manipur,Total,Literate,957218,440357,516861,661418,346727,314691,134199,8571,125628,43917,21453,22464,17534,13896,3638,1052,722,330,68,32,36,99030,48956,50074
B0515,14,0,State - Manipur,Total,Literate but below Matric/Secondary,602072,282696,319376,479287,248286,231001,64229,4277,59952,23578,11855,11723,5920,4555,1365,383,249,134,46,19,27,28629,13455,15174
B0515,14,0,State - Manipur,Total,Matric/Secondary but below Graduate,247813,111060,136753,152192,81713,70479,42935,2459,40476,9505,4396,5109,5354,4344,1010,328,221,107,4,3,1,37495,17924,19571
B0515,14,0,State - Manipur,Total,Technical Diploma or Certificate not equal to Degree,3193,1222,1971,1421,627,794,356,17,339,100,35,65,158,131,27,5,3,2,0,0,0,1153,409,744
B0515,14,0,State - Manipur,Total,Graduate and above other than Technical Degree,65735,28883,36852,18301,10448,7853,15845,876,14969,3830,1767,2063,4676,3762,914,255,196,59,8,7,1,22820,11827,10993
B0515,14,0,State - Manipur,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,6554,3522,3032,2659,1451,1208,517,40,477,252,134,118,508,421,87,13,9,4,1,0,1,2604,1467,1137
B0515,14,0,State - Manipur,Rural,Total,1062479,492799,569680,586341,308266,278075,125848,9281,116567,270724,133440,137284,9533,6799,2734,620,349,271,145,56,89,69268,34608,34660
B0515,14,0,State - Manipur,Rural,Illiterate,434350,193929,240421,122258,62832,59426,50275,3750,46525,245500,120352,125148,2212,712,1500,323,137,186,99,37,62,13683,6109,7574
B0515,14,0,State - Manipur,Rural,Literate,628129,298870,329259,464083,245434,218649,75573,5531,70042,25224,13088,12136,7321,6087,1234,297,212,85,46,19,27,55585,28499,27086
B0515,14,0,State - Manipur,Rural,Literate but below Matric/Secondary,424419,202856,221563,344838,179808,165030,41449,3008,38441,15248,7912,7336,3421,2763,658,137,93,44,34,13,21,19292,9259,10033
B0515,14,0,State - Manipur,Rural,Matric/Secondary but below Graduate,149773,70691,79082,101134,55027,46107,21333,1432,19901,4374,2157,2217,2053,1757,296,82,61,21,3,2,1,20794,10255,10539
B0515,14,0,State - Manipur,Rural,Technical Diploma or Certificate not equal to Degree,1291,487,804,648,297,351,149,10,139,23,7,16,27,18,9,0,0,0,0,0,0,444,155,289
B0515,14,0,State - Manipur,Rural,Graduate and above other than Technical Degree,29270,14487,14783,11016,6661,4355,5711,374,5337,1153,676,477,1281,1122,159,40,33,7,2,2,0,10067,5619,4448
B0515,14,0,State - Manipur,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1957,1083,874,856,489,367,169,9,160,49,27,22,77,64,13,2,0,2,0,0,0,804,494,310
B0515,14,0,State - Manipur,Urban,Total,488705,206379,282326,236178,120931,115247,81869,4177,77692,109511,50674,58837,11995,8160,3835,1029,600,429,94,52,42,48029,21785,26244
B0515,14,0,State - Manipur,Urban,Illiterate,159616,64892,94724,38843,19638,19205,23243,1137,22106,90818,42309,48509,1782,351,1431,274,90,184,72,39,33,4584,1328,3256
B0515,14,0,State - Manipur,Urban,Literate,329089,141487,187602,197335,101293,96042,58626,3040,55586,18693,8365,10328,10213,7809,2404,755,510,245,22,13,9,43445,20457,22988
B0515,14,0,State - Manipur,Urban,Literate but below Matric/Secondary,177653,79840,97813,134449,68478,65971,22780,1269,21511,8330,3943,4387,2499,1792,707,246,156,90,12,6,6,9337,4196,5141
B0515,14,0,State - Manipur,Urban,Matric/Secondary but below Graduate,98040,40369,57671,51058,26686,24372,21602,1027,20575,5131,2239,2892,3301,2587,714,246,160,86,1,1,0,16701,7669,9032
B0515,14,0,State - Manipur,Urban,Technical Diploma or Certificate not equal to Degree,1902,735,1167,773,330,443,207,7,200,77,28,49,131,113,18,5,3,2,0,0,0,709,254,455
B0515,14,0,State - Manipur,Urban,Graduate and above other than Technical Degree,36465,14396,22069,7285,3787,3498,10134,502,9632,2677,1091,1586,3395,2640,755,215,163,52,6,5,1,12753,6208,6545
B0515,14,0,State - Manipur,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,4597,2439,2158,1803,962,841,348,31,317,203,107,96,431,357,74,11,9,2,1,0,1,1800,973,827
B0515,15,0,State - Mizoram,Total,Total,610501,264599,345902,306016,157084,148932,98954,5729,93225,165346,81653,83693,8628,5720,2908,1107,500,607,44,30,14,30406,13883,16523
B0515,15,0,State - Mizoram,Total,Illiterate,203138,95875,107263,44163,22351,21812,11776,801,10975,145172,71905,73267,398,126,272,146,56,90,21,14,7,1462,622,840
B0515,15,0,State - Mizoram,Total,Literate,407363,168724,238639,261853,134733,127120,87178,4928,82250,20174,9748,10426,8230,5594,2636,961,444,517,23,16,7,28944,13261,15683
B0515,15,0,State - Mizoram,Total,Literate but below Matric/Secondary,310801,129138,181663,205650,106641,99009,67519,3778,63741,16367,7829,8538,5574,3629,1945,718,310,408,18,14,4,14955,6937,8018
B0515,15,0,State - Mizoram,Total,Matric/Secondary but below Graduate,78139,31974,46165,50194,25049,25145,15177,850,14327,2154,1131,1023,1445,982,463,163,90,73,3,1,2,9003,3871,5132
B0515,15,0,State - Mizoram,Total,Technical Diploma or Certificate not equal to Degree,484,204,280,253,102,151,52,5,47,8,4,4,68,46,22,1,1,0,0,0,0,102,46,56
B0515,15,0,State - Mizoram,Total,Graduate and above other than Technical Degree,10914,4679,6235,3973,1938,2035,2134,171,1963,338,211,127,681,578,103,49,33,16,1,0,1,3738,1748,1990
B0515,15,0,State - Mizoram,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1559,970,589,679,430,249,130,15,115,19,14,5,270,248,22,4,2,2,0,0,0,457,261,196
B0515,15,0,State - Mizoram,Rural,Total,273053,124044,149009,132831,70178,62653,35376,2026,33350,96299,47308,48991,1652,1105,547,145,72,73,28,21,7,6722,3334,3388
B0515,15,0,State - Mizoram,Rural,Illiterate,120864,55507,65357,21635,11057,10578,9570,592,8978,88283,43326,44957,236,74,162,89,37,52,17,12,5,1034,409,625
B0515,15,0,State - Mizoram,Rural,Literate,152189,68537,83652,111196,59121,52075,25806,1434,24372,8016,3982,4034,1416,1031,385,56,35,21,11,9,2,5688,2925,2763
B0515,15,0,State - Mizoram,Rural,Literate but below Matric/Secondary,132525,59605,72920,98550,52300,46250,22445,1262,21183,6876,3389,3487,1133,798,335,52,32,20,10,9,1,3459,1815,1644
B0515,15,0,State - Mizoram,Rural,Matric/Secondary but below Graduate,15609,7239,8370,11385,6138,5247,2210,107,2103,435,237,198,153,126,27,1,1,0,1,0,1,1424,630,794
B0515,15,0,State - Mizoram,Rural,Technical Diploma or Certificate not equal to Degree,53,27,26,23,12,11,11,1,10,1,1,0,4,3,1,0,0,0,0,0,0,14,10,4
B0515,15,0,State - Mizoram,Rural,Graduate and above other than Technical Degree,1466,732,734,619,352,267,246,26,220,48,31,17,35,33,2,0,0,0,0,0,0,518,290,228
B0515,15,0,State - Mizoram,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,169,121,48,49,31,18,12,1,11,7,7,0,39,37,2,0,0,0,0,0,0,62,45,17
B0515,15,0,State - Mizoram,Urban,Total,337448,140555,196893,173185,86906,86279,63578,3703,59875,69047,34345,34702,6976,4615,2361,962,428,534,16,9,7,23684,10549,13135
B0515,15,0,State - Mizoram,Urban,Illiterate,82274,40368,41906,22528,11294,11234,2206,209,1997,56889,28579,28310,162,52,110,57,19,38,4,2,2,428,213,215
B0515,15,0,State - Mizoram,Urban,Literate,255174,100187,154987,150657,75612,75045,61372,3494,57878,12158,5766,6392,6814,4563,2251,905,409,496,12,7,5,23256,10336,12920
B0515,15,0,State - Mizoram,Urban,Literate but below Matric/Secondary,178276,69533,108743,107100,54341,52759,45074,2516,42558,9491,4440,5051,4441,2831,1610,666,278,388,8,5,3,11496,5122,6374
B0515,15,0,State - Mizoram,Urban,Matric/Secondary but below Graduate,62530,24735,37795,38809,18911,19898,12967,743,12224,1719,894,825,1292,856,436,162,89,73,2,1,1,7579,3241,4338
B0515,15,0,State - Mizoram,Urban,Technical Diploma or Certificate not equal to Degree,431,177,254,230,90,140,41,4,37,7,3,4,64,43,21,1,1,0,0,0,0,88,36,52
B0515,15,0,State - Mizoram,Urban,Graduate and above other than Technical Degree,9448,3947,5501,3354,1586,1768,1888,145,1743,290,180,110,646,545,101,49,33,16,1,0,1,3220,1458,1762
B0515,15,0,State - Mizoram,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1390,849,541,630,399,231,118,14,104,12,7,5,231,211,20,4,2,2,0,0,0,395,216,179
B0515,16,0,State - Tripura,Total,Total,2204396,829050,1375346,902585,471046,431539,353318,7681,345637,533629,241120,292509,62007,30247,31760,3875,1575,2300,1358,557,801,347624,76824,270800
